Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
68,'500',None,122 cm 100 y-1,3.40,444.00,0.53,0.00,81.01,24.44,80.00,69.17,15.58,64.49,-4.67,112.43,3.30,0.90,0.83,0.49,5.20,93.70,18.78,38.50,128.50,20.70
69,'500',None,122 cm 100 y-1,3.37,430.00,0.54,0.00,82.24,23.64,80.00,70.73,15.76,64.83,-5.90,112.77,3.35,0.90,0.83,0.48,5.10,93.70,19.11,38.50,131.80,21.00
70,'500',None,122 cm 100 y-1,3.34,413.00,0.55,0.00,83.49,22.74,80.00,72.32,15.93,65.17,-7.15,113.10,3.40,0.80,0.83,0.47,4.90,93.70,19.45,38.40,135.20,21.40
71,'500',None,122 cm 100 y-1,3.30,395.00,0.56,0.00,84.75,21.72,80.00,73.92,16.11,65.49,-8.43,113.43,3.45,0.80,0.83,0.45,4.60,93.60,19.80,38.30,138.70,21.70
72,'500',None,122 cm 100 y-1,3.25,374.00,0.57,0.00,86.05,20.58,80.00,75.54,16.29,65.82,-9.72,113.76,3.50,0.70,0.82,0.43,4.40,93.60,20.15,38.00,142.20,22.00
73,'500',None,122 cm 100 y-1,3.20,351.00,0.57,0.00,87.36,19.32,80.00,77.18,16.47,66.14,-11.04,114.08,3.55,0.70,0.82,0.40,4.10,93.60,20.50,37.70,145.70,22.30
74,'500',None,122 cm 100 y-1,3.14,326.00,0.58,0.00,88.69,17.93,79.00,78.83,16.64,66.45,-12.38,114.39,3.61,0.70,0.82,0.37,3.80,93.50,20.86,37.20,149.30,22.70
75,'500',None,122 cm 100 y-1,3.08,298.00,0.59,0.00,90.05,16.41,79.00,80.51,16.82,66.76,-13.74,114.70,3.66,0.60,0.81,0.34,3.50,93.50,21.23,36.60,153.00,23.00
76,'500',None,122 cm 100 y-1,3.01,268.00,0.60,0.00,91.44,14.74,79.00,82.20,17.00,67.06,-15.13,115.00,3.72,0.50,0.81,0.31,3.20,93.40,21.60,35.90,156.70,23.30
77,'500',None,122 cm 100 y-1,2.94,235.00,0.61,0.00,92.84,12.92,79.00,83.91,17.18,67.36,-16.55,115.29,3.78,0.50,0.81,0.27,2.80,93.30,21.98,35.10,160.50,23.60
78,'500',None,122 cm 100 y-1,2.86,199.00,0.62,0.00,94.28,10.95,79.00,85.63,17.36,67.64,-17.99,115.58,3.84,0.40,0.81,0.23,2.30,93.20,22.36,34.10,164.30,23.80
79,'500',None,122 cm 100 y-1,2.77,160.00,0.63,0.00,95.74,8.81,79.00,87.38,17.53,67.92,-19.46,115.86,3.89,0.30,0.80,0.18,1.90,93.10,22.75,33.00,168.20,24.10
80,'500',None,122 cm 100 y-1,2.67,118.00,0.64,0.00,97.22,6.49,79.00,89.14,17.71,68.19,-20.95,116.12,3.96,0.20,0.80,0.14,1.40,93.00,23.15,31.70,172.20,24.40
81,'500',None,122 cm 100 y-1,2.75,73.00,0.65,0.00,98.73,5.57,79.00,90.92,17.89,68.46,-22.46,116.40,4.02,0.10,0.80,0.08,1.20,92.90,23.55,30.40,176.20,24.70
82,'500',None,122 cm 100 y-1,2.88,24.00,0.66,0.00,100.26,5.50,79.00,92.72,18.07,68.75,-23.97,116.69,4.08,0.00,0.79,0.03,1.20,92.70,23.96,29.20,180.30,25.00
83,'500',None,122 cm 100 y-1,3.26,0.00,0.67,0.00,101.78,2.69,79.00,94.53,18.24,69.08,-25.46,117.01,4.14,0.00,0.79,0.00,0.60,92.60,24.37,28.30,184.40,25.30
84,'500',None,122 cm 100 y-1,3.76,0.00,0.68,0.00,103.29,0.00,79.00,96.37,18.42,69.45,-26.92,117.39,4.20,0.00,0.79,0.00,0.00,92.60,24.79,27.90,188.60,25.70
85,'500',None,122 cm 100 y-1,4.04,0.00,0.69,0.00,104.77,0.00,79.00,98.22,18.60,69.86,-28.36,117.79,4.26,0.00,0.79,0.00,0.00,92.60,25.22,27.70,192.90,26.10
86,'500',None,122 cm 100 y-1,4.21,0.00,0.70,0.00,106.23,0.00,79.00,100.09,18.78,70.28,-29.81,118.21,4.32,0.00,0.78,0.00,0.00,92.60,25.65,27.60,197.20,26.50
87,'500',None,122 cm 100 y-1,4.33,0.00,0.71,0.00,107.70,0.00,79.00,101.97,18.96,70.71,-31.26,118.65,4.38,0.00,0.78,0.00,0.00,92.60,26.09,27.50,201.60,26.90
88,'500',None,122 cm 100 y-1,4.41,0.00,0.72,0.00,109.17,0.00,79.00,103.88,19.13,71.15,-32.73,119.09,4.44,0.00,0.78,0.00,0.00,92.60,26.53,27.50,206.00,27.40
89,'500',None,122 cm 100 y-1,4.49,0.00,0.73,0.00,110.65,0.00,79.00,105.80,19.31,71.60,-34.20,119.54,4.50,0.00,0.77,0.00,0.00,92.60,26.98,27.50,210.50,27.80
90,'500',None,122 cm 100 y-1,4.56,0.00,0.74,0.00,112.14,0.00,79.00,107.74,19.49,72.06,-35.68,119.99,4.56,0.00,0.77,0.00,0.00,92.60,27.44,27.50,215.10,28.30
91,'500',None,122 cm 100 y-1,4.62,0.00,0.75,0.00,113.64,0.00,79.00,109.70,19.67,72.52,-37.18,120.45,4.62,0.00,0.77,0.00,0.00,92.60,27.90,27.50,219.70,28.70
92,'500',None,122 cm 100 y-1,4.68,0.00,0.76,0.00,115.16,0.00,79.00,111.67,19.84,72.99,-38.69,120.92,4.68,0.00,0.77,0.00,0.00,92.60,28.37,27.50,224.40,29.20
93,'500',None,122 cm 100 y-1,4.75,0.00,0.77,0.00,116.68,0.00,79.00,113.67,20.02,73.46,-40.21,121.40,4.75,0.00,0.76,0.00,0.00,92.60,28.84,27.50,229.10,29.70
94,'500',None,122 cm 100 y-1,4.81,0.00,0.78,0.00,118.22,0.00,79.00,115.68,20.20,73.94,-41.74,121.88,4.81,0.00,0.76,0.00,0.00,92.60,29.32,27.50,234.00,30.10
95,'500',None,122 cm 100 y-1,4.87,0.00,0.79,0.00,119.77,0.00,79.00,117.71,20.38,74.43,-43.28,122.37,4.87,0.00,0.76,0.00,0.00,92.60,29.81,27.50,238.80,30.60
96,'500',None,122 cm 100 y-1,4.94,0.00,0.80,0.00,121.33,0.00,79.00,119.75,20.56,74.92,-44.83,122.86,4.94,0.00,0.75,0.00,0.00,92.60,30.31,27.50,243.80,31.10
97,'500',None,122 cm 100 y-1,5.00,0.00,0.81,0.00,122.90,0.00,79.00,121.82,20.73,75.42,-46.40,123.36,5.00,0.00,0.75,0.00,0.00,92.60,30.81,27.50,248.80,31.60
98,'500',None,122 cm 100 y-1,5.06,0.00,0.82,0.00,124.48,0.00,79.00,123.90,20.91,75.93,-47.97,123.87,5.06,0.00,0.75,0.00,0.00,92.60,31.31,27.50,253.80,32.10
99,'500',None,122 cm 100 y-1,5.13,0.00,0.83,0.00,126.07,0.00,79.00,126.00,21.09,76.44,-49.56,124.38,5.13,0.00,0.74,0.00,0.00,92.60,31.82,27.50,259.00,32.60
100,'500',None,122 cm 100 y-1,5.19,0.00,0.84,0.00,127.68,0.00,79.00,128.12,21.27,76.96,-51.16,124.90,5.19,0.00,0.74,0.00,0.00,92.60,32.34,27.50,264.10,33.20
1,'1000',None,60 cm 100 y-1,1.98,858.00,0.22,0.00,32.89,47.17,77.00,4.69,3.48,48.00,43.31,96.90,2.36,1.70,0.94,0.30,10.10,90.90,6.01,1.20,0.80,4.20
2,'1000',None,60 cm 100 y-1,1.88,859.00,0.22,0.00,33.04,47.23,77.00,5.04,3.53,48.19,43.15,97.08,0.82,1.70,0.94,0.31,10.10,91.00,6.09,2.20,1.60,4.40
3,'1000',None,60 cm 100 y-1,1.89,860.00,0.22,0.00,33.21,47.30,77.00,5.39,3.58,48.37,42.98,97.27,0.83,1.70,0.94,0.31,10.10,91.10,6.18,3.30,2.50,4.60
4,'1000',None,60 cm 100 y-1,1.90,861.00,0.22,0.00,33.38,47.37,78.00,5.75,3.64,48.56,42.81,97.46,0.83,1.70,0.94,0.32,10.10,91.20,6.26,4.30,3.30,4.80
5,'1000',None,60 cm 100 y-1,1.91,863.00,0.22,0.00,33.55,47.44,78.00,6.12,3.69,48.75,42.64,97.65,0.84,1.70,0.94,0.32,10.10,91.30,6.34,5.40,4.10,5.00
6,'1000',None,60 cm 100 y-1,1.92,864.00,0.22,0.00,33.74,47.51,78.00,6.49,3.74,48.95,42.46,97.84,0.85,1.70,0.93,0.32,10.20,91.40,6.43,6.50,5.00,5.20
7,'1000',None,60 cm 100 y-1,1.93,865.00,0.22,0.00,33.92,47.59,78.00,6.87,3.79,49.14,42.27,98.04,0.86,1.70,0.93,0.33,10.20,91.50,6.51,7.50,5.80,5.30
8,'1000',None,60 cm 100 y-1,1.94,867.00,0.22,0.00,34.11,47.66,78.00,7.25,3.85,49.33,42.08,98.23,0.87,1.70,0.93,0.33,10.20,91.60,6.60,8.60,6.70,5.50
9,'1000',None,60 cm 100 y-1,1.95,868.00,0.23,0.00,34.30,47.74,78.00,7.64,3.90,49.53,41.89,98.43,0.88,1.70,0.93,0.34,10.20,91.70,6.69,9.70,7.60,5.70
10,'1000',None,60 cm 100 y-1,1.97,869.00,0.23,0.00,34.50,47.82,78.00,8.03,3.95,49.72,41.70,98.62,0.89,1.70,0.93,0.34,10.20,91.80,6.78,10.80,8.50,5.90
11,'1000',None,60 cm 100 y-1,1.98,871.00,0.23,0.00,34.70,47.90,78.00,8.43,4.00,49.92,41.50,98.82,0.90,1.70,0.93,0.35,10.20,92.00,6.87,11.80,9.40,6.10
12,'1000',None,60 cm 100 y-1,1.99,872.00,0.23,0.00,34.91,47.98,78.00,8.83,4.06,50.12,41.29,99.02,0.91,1.70,0.93,0.35,10.30,92.10,6.96,12.90,10.30,6.30
13,'1000',None,60 cm 100 y-1,2.00,874.00,0.23,0.00,35.12,48.06,78.00,9.24,4.11,50.32,41.08,99.22,0.92,1.70,0.93,0.36,10.30,92.20,7.05,14.00,11.20,6.50
14,'1000',None,60 cm 100 y-1,2.02,875.00,0.23,0.00,35.33,48.14,78.00,9.65,4.16,50.52,40.87,99.42,0.94,1.80,0.93,0.36,10.30,92.30,7.15,15.10,12.20,6.70
15,'1000',None,60 cm 100 y-1,2.03,877.00,0.23,0.00,35.55,48.22,79.00,10.07,4.21,50.73,40.66,99.62,0.95,1.80,0.93,0.37,10.30,92.40,7.24,16.20,13.10,6.90
16,'1000',None,60 cm 100 y-1,2.05,878.00,0.24,0.00,35.77,48.31,79.00,10.49,4.27,50.93,40.44,99.83,0.96,1.80,0.93,0.37,10.30,92.50,7.34,17.20,14.10,7.10
17,'1000',None,60 cm 100 y-1,2.06,880.00,0.24,0.00,35.99,48.39,79.00,10.92,4.32,51.14,40.21,100.04,0.97,1.80,0.93,0.38,10.40,92.60,7.43,18.30,15.00,7.30
18,'1000',None,60 cm 100 y-1,2.08,881.00,0.24,0.00,36.22,48.48,79.00,11.36,4.37,51.35,39.99,100.24,0.98,1.80,0.92,0.38,10.40,92.70,7.53,19.40,16.00,7.60
19,'1000',None,60 cm 100 y-1,2.09,883.00,0.24,0.00,36.45,48.56,79.00,11.80,4.42,51.55,39.76,100.45,1.00,1.80,0.92,0.39,10.40,92.80,7.63,20.50,17.00,7.80
20,'1000',None,60 cm 100 y-1,2.11,885.00,0.24,0.00,36.69,48.65,79.00,12.24,4.48,51.77,39.52,100.66,1.01,1.80,0.92,0.40,10.40,92.90,7.73,21.60,18.00,8.00
21,'1000',None,60 cm 100 y-1,2.12,886.00,0.24,0.00,36.93,48.74,79.00,12.69,4.53,51.98,39.28,100.88,1.02,1.80,0.92,0.40,10.40,93.00,7.84,22.70,19.10,8.20
22,'1000',None,60 cm 100 y-1,2.14,888.00,0.24,0.00,37.17,48.83,79.00,13.15,4.58,52.19,39.04,101.09,1.04,1.80,0.92,0.41,10.40,93.20,7.94,23.80,20.10,8.40
23,'1000',None,60 cm 100 y-1,2.15,889.00,0.25,0.00,37.42,48.92,79.00,13.61,4.63,52.41,38.80,101.30,1.05,1.80,0.92,0.42,10.50,93.30,8.04,24.90,21.10,8.60
24,'1000',None,60 cm 100 y-1,2.17,891.00,0.25,0.00,37.67,49.01,79.00,14.08,4.69,52.62,38.55,101.52,1.06,1.80,0.92,0.42,10.50,93.40,8.15,26.00,22.20,8.80
25,'1000',None,60 cm 100 y-1,2.19,893.00,0.25,0.00,37.92,49.10,79.00,14.55,4.74,52.84,38.30,101.74,1.08,1.80,0.92,0.43,10.50,93.50,8.26,27.10,23.30,9.00
26,'1000',None,60 cm 100 y-1,2.20,894.00,0.25,0.00,38.18,49.19,80.00,15.02,4.79,53.06,38.04,101.96,1.09,1.80,0.92,0.44,10.50,93.60,8.37,28.30,24.40,9.30
27,'1000',None,60 cm 100 y-1,2.22,896.00,0.25,0.00,38.44,49.28,80.00,15.51,4.84,53.28,37.78,102.18,1.11,1.80,0.92,0.44,10.50,93.70,8.48,29.40,25.50,9.50
28,'1000',None,60 cm 100 y-1,2.24,898.00,0.25,0.00,38.71,49.38,80.00,15.99,4.90,53.51,37.52,102.41,1.12,1.80,0.92,0.45,10.60,93.80,8.59,30.50,26.60,9.70
29,'1000',None,60 cm 100 y-1,2.26,899.00,0.26,0.00,38.98,49.47,80.00,16.48,4.95,53.73,37.25,102.63,1.14,1.80,0.92,0.46,10.60,93.90,8.70,31.60,27.70,9.90
30,'1000',None,60 cm 100 y-1,2.28,901.00,0.26,0.00,39.25,49.56,80.00,16.98,5.00,53.96,36.98,102.86,1.15,1.80,0.91,0.47,10.60,94.00,8.82,32.70,28.90,10.20
31,'1000',None,60 cm 100 y-1,2.29,903.00,0.26,0.00,39.52,49.66,80.00,17.49,5.05,54.19,36.71,103.09,1.17,1.80,0.91,0.47,10.60,94.20,8.94,33.80,30.10,10.40
32,'1000',None,60 cm 100 y-1,2.31,905.00,0.26,0.00,39.80,49.75,80.00,17.99,5.11,54.42,36.43,103.32,1.19,1.80,0.91,0.48,10.60,94.30,9.06,35.00,31.30,10.60
33,'1000',None,60 cm 100 y-1,2.33,906.00,0.26,0.00,40.08,49.85,80.00,18.51,5.16,54.66,36.15,103.55,1.20,1.80,0.91,0.49,10.70,94.40,9.18,36.10,32.50,10.90
34,'1000',None,60 cm 100 y-1,2.35,908.00,0.27,0.00,40.37,49.94,80.00,19.03,5.21,54.89,35.87,103.79,1.22,1.80,0.91,0.50,10.70,94.50,9.30,37.20,33.70,11.10
35,'1000',None,60 cm 100 y-1,2.37,910.00,0.27,0.00,40.66,50.04,80.00,19.55,5.26,55.13,35.58,104.03,1.24,1.80,0.91,0.51,10.70,94.60,9.42,38.40,34.90,11.30
36,'1000',None,60 cm 100 y-1,2.39,911.00,0.27,0.00,40.95,50.13,81.00,20.08,5.32,55.37,35.29,104.27,1.26,1.80,0.91,0.52,10.70,94.70,9.55,39.50,36.20,11.60
37,'1000',None,60 cm 100 y-1,2.41,913.00,0.27,0.00,41.24,50.23,81.00,20.61,5.37,55.61,35.00,104.51,1.27,1.80,0.91,0.52,10.70,94.80,9.67,40.60,37.50,11.80
38,'1000',None,60 cm 100 y-1,2.43,915.00,0.27,0.00,41.54,50.32,81.00,21.15,5.42,55.85,34.70,104.75,1.29,1.80,0.91,0.53,10.80,94.90,9.80,41.80,38.70,12.10
39,'1000',None,60 cm 100 y-1,2.45,917.00,0.28,0.00,41.84,50.42,81.00,21.70,5.47,56.10,34.40,105.00,1.31,1.80,0.91,0.54,10.80,95.10,9.94,42.90,40.10,12.30
40,'1000',None,60 cm 100 y-1,2.48,918.00,0.28,0.00,42.15,50.51,81.00,22.25,5.53,56.35,34.10,105.24,1.33,1.80,0.90,0.55,10.80,95.20,10.07,44.10,41.40,12.60
41,'1000',None,60 cm 100 y-1,2.50,920.00,0.28,0.00,42.46,50.61,81.00,22.80,5.58,56.59,33.79,105.49,1.35,1.80,0.90,0.56,10.80,95.30,10.20,45.20,42.70,12.80
42,'1000',None,60 cm 100 y-1,2.52,922.00,0.28,0.00,42.77,50.70,81.00,23.36,5.63,56.85,33.48,105.74,1.37,1.80,0.90,0.57,10.80,95.40,10.34,46.40,44.10,13.10
43,'1000',None,60 cm 100 y-1,2.54,924.00,0.28,0.00,43.08,50.80,81.00,23.93,5.68,57.10,33.17,106.00,1.39,1.80,0.90,0.58,10.90,95.50,10.48,47.50,45.50,13.30
44,'1000',None,60 cm 100 y-1,2.56,925.00,0.29,0.00,43.40,50.89,81.00,24.50,5.74,57.36,32.86,106.26,1.41,1.90,0.90,0.59,10.90,95.60,10.62,48.70,46.90,13.60
45,'1000',None,60 cm 100 y-1,2.59,927.00,0.29,0.00,43.72,50.99,81.00,25.08,5.79,57.62,32.54,106.51,1.43,1.90,0.90,0.60,10.90,95.70,10.76,49.80,48.30,13.80
46,'1000',None,60 cm 100 y-1,2.61,929.00,0.29,0.00,44.04,51.08,81.00,25.66,5.84,57.88,32.22,106.77,1.45,1.90,0.90,0.61,10.90,95.90,10.91,51.00,49.80,14.10
47,'1000',None,60 cm 100 y-1,2.63,930.00,0.29,0.00,44.37,51.18,82.00,26.24,5.89,58.14,31.90,107.04,1.48,1.90,0.90,0.62,10.90,96.00,11.06,52.10,51.30,14.30
48,'1000',None,60 cm 100 y-1,2.66,932.00,0.29,0.00,44.70,51.27,82.00,26.84,5.95,58.41,31.57,107.30,1.50,1.90,0.90,0.63,11.00,96.10,11.21,53.30,52.80,14.60
49,'1000',None,60 cm 100 y-1,2.68,934.00,0.30,0.00,45.03,51.36,82.00,27.43,6.00,58.67,31.24,107.57,1.52,1.90,0.89,0.65,11.00,96.20,11.36,54.40,54.30,14.90
50,'1000',None,60 cm 100 y-1,2.71,936.00,0.30,0.00,45.36,51.46,82.00,28.04,6.05,58.94,30.91,107.84,1.54,1.90,0.89,0.66,11.00,96.30,11.51,55.60,55.80,15.10
51,'1000',None,60 cm 100 y-1,2.73,937.00,0.30,0.00,45.70,51.55,82.00,28.64,6.11,59.22,30.57,108.12,1.57,1.90,0.89,0.67,11.00,96.40,11.67,56.80,57.40,15.40
52,'1000',None,60 cm 100 y-1,2.76,939.00,0.30,0.00,46.04,51.64,82.00,29.26,6.16,59.49,30.24,108.39,1.59,1.90,0.89,0.68,11.00,96.60,11.83,57.90,59.00,15.70
53,'1000',None,60 cm 100 y-1,2.78,941.00,0.31,0.00,46.38,51.73,82.00,29.88,6.21,59.77,29.89,108.67,1.61,1.90,0.89,0.69,11.10,96.70,11.99,59.10,60.60,16.00
54,'1000',None,60 cm 100 y-1,2.81,942.00,0.31,0.00,46.73,51.82,82.00,30.50,6.26,60.05,29.55,108.95,1.64,1.90,0.89,0.70,11.10,96.80,12.15,60.30,62.20,16.20
55,'1000',None,60 cm 100 y-1,2.83,944.00,0.31,0.00,47.08,51.91,82.00,31.13,6.32,60.34,29.21,109.23,1.66,1.90,0.89,0.72,11.10,96.90,12.32,61.50,63.90,16.50
56,'1000',None,60 cm 100 y-1,2.86,946.00,0.31,0.00,47.43,52.00,82.00,31.76,6.37,60.62,28.86,109.52,1.69,1.90,0.89,0.73,11.10,97.00,12.49,62.60,65.60,16.80
57,'1000',None,60 cm 100 y-1,2.89,947.00,0.31,0.00,47.78,52.09,83.00,32.40,6.42,60.91,28.51,109.81,1.71,1.90,0.88,0.74,11.10,97.10,12.66,63.80,67.30,17.10
58,'1000',None,60 cm 100 y-1,2.91,949.00,0.32,0.00,48.14,52.18,83.00,33.05,6.47,61.20,28.15,110.10,1.74,1.90,0.88,0.75,11.20,97.30,12.83,65.00,69.00,17.40
59,'1000',None,60 cm 100 y-1,2.94,950.00,0.32,0.00,48.50,52.27,83.00,33.70,6.53,61.50,27.80,110.39,1.76,1.90,0.88,0.77,11.20,97.40,13.01,66.20,70.80,17.70
60,'1000',None,60 cm 100 y-1,2.97,952.00,0.32,0.00,48.86,52.36,83.00,34.35,6.58,61.79,27.44,110.69,1.79,1.90,0.88,0.78,11.20,97.50,13.19,67.30,72.60,18.00
61,'1000',None,60 cm 100 y-1,3.00,953.00,0.32,0.00,49.22,52.44,83.00,35.01,6.63,62.09,27.08,110.99,1.82,1.90,0.88,0.79,11.20,97.60,13.37,68.50,74.40,18.30
62,'1000',None,60 cm 100 y-1,3.03,955.00,0.33,0.00,49.59,52.53,83.00,35.68,6.68,62.39,26.72,111.29,1.84,1.90,0.88,0.81,11.20,97.70,13.55,69.70,76.20,18.60
63,'1000',None,60 cm 100 y-1,3.05,957.00,0.33,0.00,49.95,52.61,83.00,36.35,6.74,62.70,26.35,111.60,1.87,1.90,0.88,0.82,11.30,97.90,13.74,70.90,78.10,18.90
64,'1000',None,60 cm 100 y-1,3.08,958.00,0.33,0.00,50.33,52.70,83.00,37.03,6.79,63.01,25.98,111.91,1.90,1.90,0.88,0.84,11.30,98.00,13.93,72.10,80.00,19.20
65,'1000',None,60 cm 100 y-1,3.11,960.00,0.33,0.00,50.70,52.78,83.00,37.71,6.84,63.32,25.61,112.22,1.93,1.90,0.87,0.85,11.30,98.10,14.12,73.30,81.90,19.50
66,'1000',None,60 cm 100 y-1,3.14,961.00,0.34,0.00,51.07,52.86,83.00,38.39,6.89,63.63,25.24,112.53,1.95,1.90,0.87,0.86,11.30,98.20,14.32,74.40,83.90,19.80
67,'1000',None,60 cm 100 y-1,3.17,963.00,0.34,0.00,51.45,52.94,84.00,39.09,6.95,63.95,24.87,112.85,1.98,1.90,0.87,0.88,11.30,98.30,14.52,75.60,85.90,20.20
68,'1000',None,60 cm 100 y-1,3.20,964.00,0.34,0.00,51.83,53.02,84.00,39.78,7.00,64.27,24.49,113.17,2.01,1.90,0.87,0.89,11.30,98.50,14.72,76.80,87.90,20.50
69,'1000',None,60 cm 100 y-1,3.23,965.00,0.34,0.00,52.21,53.10,84.00,40.48,7.05,64.59,24.11,113.49,2.04,1.90,0.87,0.91,11.40,98.60,14.92,78.00,89.90,20.80
70,'1000',None,60 cm 100 y-1,3.27,967.00,0.35,0.00,52.60,53.17,84.00,41.19,7.10,64.92,23.73,113.82,2.07,1.90,0.87,0.92,11.40,98.70,15.13,79.20,92.00,21.10
71,'1000',None,60 cm 100 y-1,3.30,968.00,0.35,0.00,52.98,53.25,84.00,41.91,7.16,65.25,23.35,114.15,2.10,1.90,0.87,0.94,11.40,98.80,15.34,80.40,94.10,21.50
72,'1000',None,60 cm 100 y-1,3.33,970.00,0.35,0.00,53.37,53.32,84.00,42.62,7.21,65.58,22.96,114.48,2.13,1.90,0.86,0.95,11.40,98.90,15.55,81.60,96.20,21.80
73,'1000',None,60 cm 100 y-1,3.36,971.00,0.35,0.00,53.76,53.40,84.00,43.35,7.26,65.92,22.57,114.82,2.17,1.90,0.86,0.97,11.40,99.00,15.77,82.80,98.40,22.10
74,'1000',None,60 cm 100 y-1,3.39,972.00,0.36,0.00,54.16,53.47,84.00,44.08,7.31,66.26,22.18,115.16,2.20,1.90,0.86,0.99,11.40,99.20,15.99,84.00,100.60,22.50
75,'1000',None,60 cm 100 y-1,3.41,973.00,0.36,0.00,54.55,53.54,84.00,44.81,7.37,66.60,21.79,115.50,2.22,1.90,0.86,1.00,11.50,99.30,16.21,85.20,102.80,22.80
76,'1000',None,60 cm 100 y-1,3.43,975.00,0.36,0.00,54.95,53.61,84.00,45.55,7.42,66.94,21.40,115.84,2.24,1.90,0.86,1.01,11.50,99.40,16.44,86.40,105.10,23.10
77,'1000',None,60 cm 100 y-1,3.45,976.00,0.36,0.00,55.35,53.68,85.00,46.29,7.47,67.29,21.00,116.19,2.25,2.00,0.86,1.02,11.50,99.50,16.66,87.60,107.30,23.50
78,'1000',None,60 cm 100 y-1,3.46,977.00,0.37,0.00,55.75,53.75,85.00,47.04,7.52,67.64,20.59,116.53,2.27,2.00,0.86,1.03,11.50,99.60,16.89,88.80,109.60,23.80
79,'1000',None,60 cm 100 y-1,3.48,978.00,0.37,0.00,56.16,53.81,85.00,47.80,7.58,67.98,20.19,116.88,2.28,2.00,0.85,1.03,11.50,99.80,17.12,90.00,111.90,24.20
80,'1000',None,60 cm 100 y-1,3.50,980.00,0.37,0.00,56.57,53.88,85.00,48.56,7.63,68.33,19.78,117.23,2.30,2.00,0.85,1.04,11.50,99.90,17.35,91.20,114.20,24.50
81,'1000',None,60 cm 100 y-1,3.52,981.00,0.37,0.00,56.99,53.94,85.00,49.32,7.68,68.68,19.36,117.58,2.32,2.00,0.85,1.05,11.50,100.00,17.58,92.40,116.50,24.90
82,'1000',None,60 cm 100 y-1,3.53,982.00,0.38,0.00,57.41,54.00,85.00,50.09,7.73,69.04,18.94,117.94,2.34,2.00,0.85,1.06,11.60,100.10,17.81,93.60,118.80,25.20
83,'1000',None,60 cm 100 y-1,3.55,983.00,0.38,0.00,57.83,54.07,85.00,50.87,7.79,69.39,18.52,118.29,2.35,2.00,0.85,1.07,11.60,100.20,18.05,94.80,121.20,25.60
84,'1000',None,60 cm 100 y-1,3.57,984.00,0.38,0.00,58.26,54.12,85.00,51.65,7.84,69.75,18.10,118.65,2.37,2.00,0.85,1.08,11.60,100.40,18.28,96.00,123.50,26.00
85,'1000',None,60 cm 100 y-1,3.59,985.00,0.39,0.00,58.69,54.18,85.00,52.44,7.89,70.11,17.67,119.01,2.39,2.00,0.84,1.09,11.60,100.50,18.52,97.20,125.90,26.30
86,'1000',None,60 cm 100 y-1,3.61,986.00,0.39,0.00,59.12,54.24,86.00,53.23,7.94,70.47,17.24,119.37,2.41,2.00,0.84,1.10,11.60,100.60,18.76,98.40,128.30,26.70
87,'1000',None,60 cm 100 y-1,3.62,987.00,0.39,0.00,59.56,54.29,86.00,54.03,8.00,70.83,16.81,119.73,2.42,2.00,0.84,1.11,11.60,100.70,19.01,99.60,130.80,27.00
88,'1000',None,60 cm 100 y-1,3.64,988.00,0.39,0.00,60.00,54.35,86.00,54.83,8.05,71.20,16.37,120.09,2.44,2.00,0.84,1.12,11.60,100.80,19.25,100.80,133.20,27.40
89,'1000',None,60 cm 100 y-1,3.66,989.00,0.40,0.00,60.44,54.40,86.00,55.64,8.10,71.56,15.93,120.46,2.46,2.00,0.84,1.13,11.60,101.00,19.50,102.00,135.70,27.80
90,'1000',None,60 cm 100 y-1,3.68,990.00,0.40,0.00,60.89,54.45,86.00,56.45,8.15,71.93,15.48,120.83,2.48,2.00,0.84,1.14,11.60,101.10,19.74,103.20,138.10,28.10
91,'1000',None,60 cm 100 y-1,3.70,991.00,0.40,0.00,61.34,54.50,86.00,57.27,8.21,72.30,15.03,121.20,2.50,2.00,0.84,1.15,11.70,101.20,19.99,104.40,140.60,28.50
92,'1000',None,60 cm 100 y-1,3.71,992.00,0.41,0.00,61.79,54.54,86.00,58.09,8.26,72.67,14.58,121.57,2.51,2.00,0.83,1.16,11.70,101.30,20.24,105.60,143.10,28.90
93,'1000',None,60 cm 100 y-1,3.73,992.00,0.41,0.00,62.25,54.59,86.00,58.92,8.31,73.04,14.13,121.94,2.53,2.00,0.83,1.17,11.70,101.40,20.50,106.80,145.70,29.20
94,'1000',None,60 cm 100 y-1,3.75,993.00,0.41,0.00,62.71,54.63,86.00,59.75,8.36,73.42,13.67,122.32,2.55,2.00,0.83,1.18,11.70,101.60,20.75,108.00,148.20,29.60
95,'1000',None,60 cm 100 y-1,3.77,994.00,0.42,0.00,63.17,54.67,86.00,60.59,8.42,73.80,13.20,122.69,2.57,2.00,0.83,1.19,11.70,101.70,21.01,109.20,150.80,30.00
